LOGGER_ID,LOGGER_NAME,DATE_VAL,DATE_STR,TIME_VAL,TIME_STR,HOUR_VAL,PARA1_VAL,PARA1_STATUS,POWER_ON_STAT1,PARA1_STATUS_STR,PARA1_EXCEL,PARA2_VAL,PARA2_STATUS,POWER_ON_STAT2,PARA2_STATUS_STR,PARA2_EXCEL,PARA3_VAL,PARA3_STATUS,POWER_ON_STAT3,PARA3_STATUS_STR,PARA3_EXCEL,PARA4_VAL,PARA4_STATUS,POWER_ON_STAT4,PARA4_STATUS_STR,PARA4_EXCEL,PARA5_VAL,PARA5_STATUS,POWER_ON_STAT5,PARA5_STATUS_STR,PARA5_EXCEL,PARA6_VAL,PARA6_STATUS,POWER_ON_STAT6,PARA6_STATUS_STR,PARA6_EXCEL,PARA7_VAL,PARA7_STATUS,POWER_ON_STAT7,PARA7_STATUS_STR,PARA7_EXCEL,PARA8_VAL,PARA8_STATUS,POWER_ON_STAT8,PARA8_STATUS_STR,PARA8_EXCEL,PARA9_VAL,PARA9_STATUS,POWER_ON_STAT9,PARA9_STATUS_STR,PARA9_EXCEL,PARA10_VAL,PARA10_STATUS,POWER_ON_STAT10,PARA10_STATUS_STR,PARA10_EXCEL,PARA11_VAL,PARA11_STATUS,POWER_ON_STAT11,PARA11_STATUS_STR,PARA11_EXCEL,PARA12_VAL,PARA12_STATUS,POWER_ON_STAT12,PARA12_STATUS_STR,PARA12_EXCEL,PARA13_VAL,PARA13_STATUS,POWER_ON_STAT13,PARA13_STATUS_STR,PARA13_EXCEL,PARA14_VAL,PARA14_STATUS,POWER_ON_STAT14,PARA14_STATUS_STR,PARA14_EXCEL,PARA15_VAL,PARA15_STATUS,POWER_ON_STAT15,PARA15_STATUS_STR,PARA15_EXCEL,PARA16_VAL,PARA16_STATUS,POWER_ON_STAT16,PARA16_STATUS_STR,PARA16_EXCEL
1,Quantime,12641,2024-04-01,3300,00 : 55 : 00,0,4.3,0,0,,,4.6,0,0,,,29.6,8,0,H,p,29.2,8,0,H,p,-27.9,4,0,L,q,21.0,0,0,,,56.6,0,0,,,21.0,0,0,,,66.3,0,0,,,28.2,0,0,,,31.3,0,0,,,31.7,0,0,,,30.1,0,0,,,31.4,0,0,,,33.6,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,3600,01 : 00 : 00,1,3.2,0,0,,,3.8,0,0,,,29.8,8,0,H,p,29.3,8,0,H,p,-29.5,4,0,L,q,20.3,0,0,,,58.5,0,0,,,20.2,0,0,,,67.7,0,0,,,28.2,0,0,,,31.3,0,0,,,31.8,0,0,,,30.0,0,0,,,31.5,0,0,,,33.6,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,3900,01 : 05 : 00,1,4.3,0,0,,,4.7,0,0,,,29.7,8,0,H,p,29.1,8,0,H,p,-30.7,4,0,L,q,21.2,0,0,,,56.3,0,0,,,21.0,0,0,,,66.1,0,0,,,28.2,0,0,,,31.4,0,0,,,31.8,0,0,,,30.0,0,0,,,31.4,0,0,,,33.6,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,4200,01 : 10 : 00,1,3.7,0,0,,,4.3,0,0,,,30.0,8,0,H,p,29.1,8,0,H,p,-31.6,4,0,L,q,20.4,0,0,,,58.7,0,0,,,20.3,0,0,,,68.1,0,0,,,28.2,0,0,,,31.3,0,0,,,31.8,0,0,,,30.0,0,0,,,31.5,0,0,,,33.6,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,4500,01 : 15 : 00,1,3.8,0,0,,,4.2,0,0,,,30.1,8,0,H,p,29.3,8,0,H,p,-32.0,4,0,L,q,21.2,0,0,,,56.1,0,0,,,21.1,0,0,,,65.8,0,0,,,28.2,0,0,,,31.3,0,0,,,31.8,0,0,,,30.0,0,0,,,31.5,0,0,,,33.5,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,4800,01 : 20 : 00,1,4.1,0,0,,,4.5,0,0,,,30.0,8,0,H,p,29.3,8,0,H,p,-32.5,4,0,L,q,20.5,0,0,,,58.6,0,0,,,20.4,0,0,,,67.9,0,0,,,28.2,0,0,,,31.3,0,0,,,31.8,0,0,,,30.1,0,0,,,31.5,0,0,,,33.6,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,5100,01 : 25 : 00,1,2.8,0,0,,,3.5,0,0,,,29.7,8,0,H,p,29.1,8,0,H,p,-33.0,4,0,L,q,21.3,0,0,,,56.0,0,0,,,21.2,0,0,,,65.6,0,0,,,28.2,0,0,,,31.2,0,0,,,31.8,0,0,,,30.0,0,0,,,31.4,0,0,,,33.6,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,5400,01 : 30 : 00,1,4.0,0,0,,,4.5,0,0,,,29.7,8,0,H,p,29.1,8,0,H,p,-33.3,4,0,L,q,20.7,0,0,,,58.3,0,0,,,20.5,0,0,,,67.7,0,0,,,28.2,0,0,,,31.1,0,0,,,31.9,0,0,,,30.0,0,0,,,31.5,0,0,,,33.6,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,5700,01 : 35 : 00,1,2.7,0,0,,,3.3,0,0,,,29.7,8,0,H,p,29.0,8,0,H,p,-33.5,4,0,L,q,21.2,0,0,,,55.4,0,0,,,21.1,0,0,,,65.2,0,0,,,28.2,0,0,,,31.1,0,0,,,31.8,0,0,,,30.0,0,0,,,31.5,0,0,,,33.5,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,6000,01 : 40 : 00,1,4.0,0,0,,,4.5,0,0,,,29.9,8,0,H,p,29.3,8,0,H,p,-33.7,4,0,L,q,20.7,0,0,,,58.0,0,0,,,20.6,0,0,,,67.5,0,0,,,28.2,0,0,,,31.1,0,0,,,31.9,0,0,,,30.0,0,0,,,31.4,0,0,,,33.6,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,6300,01 : 45 : 00,1,3.2,0,0,,,3.8,0,0,,,29.9,8,0,H,p,29.3,8,0,H,p,-31.6,4,0,L,q,21.1,0,0,,,54.6,0,0,,,21.0,0,0,,,64.6,0,0,,,28.2,0,0,,,31.1,0,0,,,31.8,0,0,,,30.0,0,0,,,31.5,0,0,,,33.4,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,6600,01 : 50 : 00,1,4.3,0,0,,,4.5,0,0,,,29.7,8,0,H,p,28.9,8,0,H,p,-29.2,4,0,L,q,20.8,0,0,,,57.6,0,0,,,20.7,0,0,,,67.2,0,0,,,28.2,0,0,,,31.1,0,0,,,31.7,0,0,,,30.0,0,0,,,31.5,0,0,,,33.5,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,6900,01 : 55 : 00,1,3.4,0,0,,,4.0,0,0,,,29.9,8,0,H,p,29.0,8,0,H,p,-26.7,4,0,L,q,20.8,0,0,,,54.0,0,0,,,20.6,0,0,,,64.2,0,0,,,28.2,0,0,,,31.2,0,0,,,31.7,0,0,,,30.0,0,0,,,31.5,0,0,,,33.5,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,7200,02 : 00 : 00,2,4.0,0,0,,,4.3,0,0,,,29.5,8,0,H,p,28.8,8,0,H,p,-27.6,4,0,L,q,20.9,0,0,,,57.2,0,0,,,20.8,0,0,,,66.9,0,0,,,28.1,0,0,,,31.1,0,0,,,31.7,0,0,,,30.0,0,0,,,31.5,0,0,,,33.4,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,7500,02 : 05 : 00,2,3.8,0,0,,,4.1,0,0,,,29.8,8,0,H,p,29.1,8,0,H,p,-29.3,4,0,L,q,20.5,0,0,,,53.9,0,0,,,20.5,0,0,,,64.0,0,0,,,28.1,0,0,,,31.1,0,0,,,31.8,0,0,,,30.0,0,0,,,31.4,0,0,,,33.3,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,7800,02 : 10 : 00,2,3.1,0,0,,,3.7,0,0,,,29.7,8,0,H,p,29.1,8,0,H,p,-30.6,4,0,L,q,21.0,0,0,,,57.0,0,0,,,20.9,0,0,,,66.5,0,0,,,28.2,0,0,,,31.1,0,0,,,31.8,0,0,,,30.0,0,0,,,31.5,0,0,,,33.3,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,8100,02 : 15 : 00,2,4.0,0,0,,,4.3,0,0,,,29.7,8,0,H,p,29.1,8,0,H,p,-31.6,4,0,L,q,20.4,0,0,,,54.6,0,0,,,20.2,0,0,,,64.7,0,0,,,28.2,0,0,,,31.1,0,0,,,31.8,0,0,,,29.8,0,0,,,31.5,0,0,,,33.3,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,8400,02 : 20 : 00,2,2.4,0,0,,,3.3,0,0,,,29.9,8,0,H,p,29.1,8,0,H,p,-32.1,4,0,L,q,21.0,0,0,,,56.8,0,0,,,20.9,0,0,,,66.6,0,0,,,28.2,0,0,,,31.1,0,0,,,31.8,0,0,,,29.8,0,0,,,31.4,0,0,,,33.4,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,8700,02 : 25 : 00,2,4.1,0,0,,,4.6,0,0,,,30.0,8,0,H,p,29.2,8,0,H,p,-32.6,4,0,L,q,20.3,0,0,,,56.0,0,0,,,20.1,0,0,,,66.0,0,0,,,28.1,0,0,,,31.0,0,0,,,31.8,0,0,,,29.9,0,0,,,31.4,0,0,,,33.5,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,9000,02 : 30 : 00,2,3.1,0,0,,,3.5,0,0,,,29.6,8,0,H,p,28.9,8,0,H,p,-33.1,4,0,L,q,21.1,0,0,,,56.6,0,0,,,21.0,0,0,,,66.3,0,0,,,28.1,0,0,,,31.0,0,0,,,31.8,0,0,,,29.8,0,0,,,31.4,0,0,,,33.3,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,9300,02 : 35 : 00,2,4.3,0,0,,,4.7,0,0,,,29.9,8,0,H,p,29.1,8,0,H,p,-33.1,4,0,L,q,20.3,0,0,,,57.3,0,0,,,20.1,0,0,,,67.1,0,0,,,28.1,0,0,,,31.1,0,0,,,31.9,0,0,,,29.8,0,0,,,31.5,0,0,,,33.4,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,9600,02 : 40 : 00,2,3.7,0,0,,,4.2,0,0,,,30.0,8,0,H,p,29.3,8,0,H,p,-33.3,4,0,L,q,21.0,0,0,,,56.2,0,0,,,21.0,0,0,,,66.2,0,0,,,28.2,0,0,,,31.0,0,0,,,31.8,0,0,,,29.7,0,0,,,31.5,0,0,,,33.3,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,9900,02 : 45 : 00,2,3.7,0,0,,,3.9,0,0,,,29.5,8,0,H,p,28.9,8,0,H,p,-33.7,4,0,L,q,20.2,0,0,,,57.6,0,0,,,20.1,0,0,,,67.2,0,0,,,28.2,0,0,,,31.0,0,0,,,31.8,0,0,,,29.8,0,0,,,31.4,0,0,,,33.3,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,10200,02 : 50 : 00,2,4.1,0,0,,,4.3,0,0,,,29.7,8,0,H,p,29.2,8,0,H,p,-32.8,4,0,L,q,21.1,0,0,,,56.1,0,0,,,21.0,0,0,,,66.2,0,0,,,28.2,0,0,,,31.0,0,0,,,31.8,0,0,,,29.8,0,0,,,31.4,0,0,,,33.3,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,10500,02 : 55 : 00,2,2.9,0,0,,,3.5,0,0,,,29.7,8,0,H,p,29.1,8,0,H,p,-30.2,4,0,L,q,20.3,0,0,,,58.1,0,0,,,20.1,0,0,,,67.7,0,0,,,28.1,0,0,,,31.0,0,0,,,31.8,0,0,,,29.9,0,0,,,31.4,0,0,,,33.4,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,10800,03 : 00 : 00,3,3.9,0,0,,,4.2,0,0,,,29.7,8,0,H,p,29.0,8,0,H,p,-27.6,4,0,L,q,21.1,0,0,,,56.2,0,0,,,21.0,0,0,,,66.0,0,0,,,28.2,0,0,,,31.0,0,0,,,31.7,0,0,,,30.0,0,0,,,31.4,0,0,,,33.5,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,11100,03 : 05 : 00,3,2.8,0,0,,,3.7,0,0,,,29.9,8,0,H,p,29.3,8,0,H,p,-26.6,4,0,L,q,20.2,0,0,,,58.6,0,0,,,20.2,0,0,,,68.0,0,0,,,28.1,0,0,,,31.0,0,0,,,31.7,0,0,,,30.0,0,0,,,31.4,0,0,,,33.3,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,11400,03 : 10 : 00,3,4.5,0,0,,,4.8,0,0,,,30.1,8,0,H,p,29.5,8,0,H,p,-28.5,4,0,L,q,21.1,0,0,,,56.3,0,0,,,21.0,0,0,,,66.0,0,0,,,28.1,0,0,,,31.0,0,0,,,31.7,0,0,,,30.0,0,0,,,31.4,0,0,,,33.4,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,11700,03 : 15 : 00,3,2.7,0,0,,,3.4,0,0,,,29.8,8,0,H,p,29.2,8,0,H,p,-30.4,4,0,L,q,20.3,0,0,,,58.9,0,0,,,20.2,0,0,,,68.0,0,0,,,28.1,0,0,,,30.9,0,0,,,31.7,0,0,,,29.9,0,0,,,31.4,0,0,,,33.3,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,12000,03 : 20 : 00,3,4.2,0,0,,,4.4,0,0,,,29.7,8,0,H,p,29.1,8,0,H,p,-31.2,4,0,L,q,21.2,0,0,,,56.0,0,0,,,21.1,0,0,,,65.9,0,0,,,28.1,0,0,,,31.0,0,0,,,31.7,0,0,,,29.8,0,0,,,31.4,0,0,,,33.3,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,12300,03 : 25 : 00,3,3.3,0,0,,,4.0,0,0,,,29.7,8,0,H,p,29.1,8,0,H,p,-31.8,4,0,L,q,20.4,0,0,,,58.7,0,0,,,20.3,0,0,,,68.0,0,0,,,28.1,0,0,,,30.8,0,0,,,31.7,0,0,,,29.9,0,0,,,31.4,0,0,,,33.4,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,12600,03 : 30 : 00,3,4.0,0,0,,,4.5,0,0,,,29.8,8,0,H,p,29.3,8,0,H,p,-32.3,4,0,L,q,21.2,0,0,,,55.9,0,0,,,21.1,0,0,,,65.8,0,0,,,28.1,0,0,,,31.0,0,0,,,31.8,0,0,,,29.8,0,0,,,31.4,0,0,,,33.3,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,12900,03 : 35 : 00,3,4.0,0,0,,,4.5,0,0,,,30.1,8,0,H,p,29.2,8,0,H,p,-32.8,4,0,L,q,20.3,0,0,,,58.8,0,0,,,20.2,0,0,,,68.0,0,0,,,28.1,0,0,,,31.0,0,0,,,31.7,0,0,,,29.8,0,0,,,31.4,0,0,,,33.4,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,13200,03 : 40 : 00,3,3.2,0,0,,,3.7,0,0,,,29.5,8,0,H,p,29.1,8,0,H,p,-33.2,4,0,L,q,21.2,0,0,,,55.9,0,0,,,21.1,0,0,,,65.7,0,0,,,28.1,0,0,,,30.9,0,0,,,31.8,0,0,,,29.8,0,0,,,31.4,0,0,,,33.4,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,13500,03 : 45 : 00,3,4.0,0,0,,,4.4,0,0,,,29.9,8,0,H,p,29.1,8,0,H,p,-33.2,4,0,L,q,20.4,0,0,,,58.8,0,0,,,20.3,0,0,,,67.9,0,0,,,28.1,0,0,,,30.8,0,0,,,31.7,0,0,,,29.7,0,0,,,31.4,0,0,,,33.3,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,13800,03 : 50 : 00,3,2.7,0,0,,,3.4,0,0,,,29.7,8,0,H,p,28.9,8,0,H,p,-33.7,4,0,L,q,21.2,0,0,,,55.7,0,0,,,21.1,0,0,,,65.6,0,0,,,28.1,0,0,,,30.8,0,0,,,31.7,0,0,,,29.7,0,0,,,31.4,0,0,,,33.4,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,14100,03 : 55 : 00,3,3.9,0,0,,,4.3,0,0,,,29.7,8,0,H,p,29.0,8,0,H,p,-33.5,4,0,L,q,20.5,0,0,,,58.2,0,0,,,20.3,0,0,,,67.9,0,0,,,28.2,0,0,,,30.9,0,0,,,31.8,0,0,,,29.8,0,0,,,31.4,0,0,,,33.3,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,14400,04 : 00 : 00,4,2.7,0,0,,,3.3,0,0,,,29.7,8,0,H,p,29.1,8,0,H,p,-32.1,4,0,L,q,21.2,0,0,,,55.6,0,0,,,21.1,0,0,,,65.5,0,0,,,28.1,0,0,,,30.8,0,0,,,31.7,0,0,,,29.9,0,0,,,31.4,0,0,,,33.3,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,14700,04 : 05 : 00,4,4.4,0,0,,,4.6,0,0,,,29.8,8,0,H,p,29.1,8,0,H,p,-29.2,4,0,L,q,20.5,0,0,,,58.1,0,0,,,20.4,0,0,,,67.7,0,0,,,28.1,0,0,,,31.0,0,0,,,31.7,0,0,,,30.0,0,0,,,31.4,0,0,,,33.4,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,15000,04 : 10 : 00,4,3.5,0,0,,,3.9,0,0,,,29.8,8,0,H,p,29.2,8,0,H,p,-26.8,4,0,L,q,21.3,0,0,,,55.6,0,0,,,21.2,0,0,,,65.4,0,0,,,28.1,0,0,,,31.0,0,0,,,31.7,0,0,,,29.9,0,0,,,31.4,0,0,,,33.5,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,15300,04 : 15 : 00,4,4.1,0,0,,,4.5,0,0,,,29.8,8,0,H,p,29.1,8,0,H,p,-27.3,4,0,L,q,20.5,0,0,,,58.3,0,0,,,20.5,0,0,,,67.6,0,0,,,28.1,0,0,,,31.0,0,0,,,31.7,0,0,,,29.9,0,0,,,31.4,0,0,,,33.4,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,15600,04 : 20 : 00,4,3.8,0,0,,,4.1,0,0,,,29.7,8,0,H,p,29.1,8,0,H,p,-29.3,4,0,L,q,21.3,0,0,,,55.4,0,0,,,21.2,0,0,,,65.4,0,0,,,28.1,0,0,,,31.0,0,0,,,31.7,0,0,,,29.9,0,0,,,31.4,0,0,,,33.4,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,15900,04 : 25 : 00,4,3.5,0,0,,,4.0,0,0,,,29.8,8,0,H,p,29.2,8,0,H,p,-30.6,4,0,L,q,20.6,0,0,,,58.1,0,0,,,20.5,0,0,,,67.4,0,0,,,28.1,0,0,,,30.9,0,0,,,31.7,0,0,,,29.8,0,0,,,31.4,0,0,,,33.4,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,16200,04 : 30 : 00,4,3.9,0,0,,,4.3,0,0,,,29.8,8,0,H,p,29.1,8,0,H,p,-31.4,4,0,L,q,21.3,0,0,,,55.5,0,0,,,21.2,0,0,,,65.2,0,0,,,28.1,0,0,,,30.8,0,0,,,31.7,0,0,,,29.8,0,0,,,31.4,0,0,,,33.4,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,16500,04 : 35 : 00,4,3.0,0,0,,,3.7,0,0,,,29.8,8,0,H,p,29.1,8,0,H,p,-32.1,4,0,L,q,20.7,0,0,,,57.9,0,0,,,20.5,0,0,,,67.4,0,0,,,28.1,0,0,,,31.0,0,0,,,31.7,0,0,,,29.7,0,0,,,31.4,0,0,,,33.3,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,16800,04 : 40 : 00,4,4.1,0,0,,,4.5,0,0,,,30.0,8,0,H,p,29.5,8,0,H,p,-32.3,4,0,L,q,21.3,0,0,,,55.3,0,0,,,21.2,0,0,,,65.1,0,0,,,28.1,0,0,,,30.9,0,0,,,31.7,0,0,,,29.8,0,0,,,31.4,0,0,,,33.4,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,17100,04 : 45 : 00,4,2.7,0,0,,,3.5,0,0,,,29.7,8,0,H,p,29.1,8,0,H,p,-32.8,4,0,L,q,20.7,0,0,,,57.9,0,0,,,20.6,0,0,,,67.5,0,0,,,28.1,0,0,,,31.0,0,0,,,31.7,0,0,,,29.8,0,0,,,31.4,0,0,,,33.5,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,17400,04 : 50 : 00,4,4.1,0,0,,,4.4,0,0,,,29.8,8,0,H,p,29.1,8,0,H,p,-33.1,4,0,L,q,21.3,0,0,,,55.2,0,0,,,21.2,0,0,,,65.2,0,0,,,28.1,0,0,,,30.8,0,0,,,31.7,0,0,,,29.6,0,0,,,31.4,0,0,,,33.4,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,17700,04 : 55 : 00,4,2.7,0,0,,,3.4,0,0,,,29.8,8,0,H,p,29.3,8,0,H,p,-33.3,4,0,L,q,20.7,0,0,,,57.9,0,0,,,20.6,0,0,,,67.3,0,0,,,28.1,0,0,,,30.9,0,0,,,31.7,0,0,,,29.8,0,0,,,31.3,0,0,,,33.5,0,0,,,,3,0,,
1,Quantime,12641,2024-04-01,18000,05 : 00 : 00,5,4.1,0,0,,,4.5,0,0,,,29.8,8,0,H,p,29.1,8,0,H,p,-33.5,4,0,L,q,21.2,0,0,,,54.9,0,0,,,21.1,0,0,,,64.8,0,0,,,28.1,0,0,,,30.9,0,0,,,31.7,0,0,,,29.8,0,0,,,31.3,0,0,,,33.3,0,0,,,,3,0,,
